Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
d8feb3da-a837-68bd-04c5-10baf99223c1,1999-01-15,,999-90-2685,S99913092,X19705372X,Mr.,Francesco636,Parisian75,,,,white,nonhispanic,M,Salem  Massachusetts  US,307 Bruen Gardens Unit 82,Lynn,Massachusetts,Essex County,25009,01907,42.4831250949171,-70.9596864010109,26198.79,25970.76,78754
985ee2f1-b1ae-1772-7d83-fb3b0515392c,1986-05-15,,999-59-3334,S99976737,X65029195X,Mrs.,Dorthy94,Champlin946,,Purdy2,M,white,hispanic,F,Melrose  Massachusetts  US,567 Runolfsson Gateway,Holyoke,Massachusetts,Hampden County,25013,01040,42.18006038767014,-72.62564702758067,43295.65,1138605.10,59458
3732bad9-60d3-d746-1043-55df3a10560f,1948-10-19,,999-47-2179,S99997412,X14159072X,Mrs.,Maryrose226,Walsh511,,Bergnaum523,D,white,nonhispanic,F,Framingham  Massachusetts  US,974 Schmitt Union Unit 65,Whitman,Massachusetts,Plymouth County,,00000,42.10629013276826,-70.90504233439702,70616.78,1987330.89,135757
2bfeaea7-f1df-af06-d238-41101ef34591,1979-05-10,,999-18-9036,S99971811,X54384819X,Mr.,Alva958,Hettinger594,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,599 White View Suite 30,Fall River,Massachusetts,Bristol County,25005,02720,41.69661634940995,-71.13681050537477,179083.84,122224.13,32746
9a059161-e297-fc6b-06a4-e03d4acfcce4,1993-09-02,,999-49-1848,S99923550,X18601278X,Mr.,Dominick530,Gibson10,,,M,white,nonhispanic,M,East Bridgewater  Massachusetts  US,727 Luettgen Lodge,Fairhaven,Massachusetts,Bristol County,,00000,41.64586084665517,-70.85171516860468,25682.55,3884.04,73488
b1a7839d-88af-9c88-c4cd-b6da21909f51,2018-08-31,,999-32-5331,,,,Albina13,Larkin917,,,,white,nonhispanic,F,Webster  Massachusetts  US,900 Hills Corner Unit 9,Medway,Massachusetts,Norfolk County,,00000,42.16423103246993,-71.46486688291229,6250.13,12728.72,841492
415129a3-afc1-1078-92e5-3e16089cb529,1948-03-05,,999-70-5885,S99955705,X87040018X,Mr.,Thurman577,Mills423,,,S,white,nonhispanic,M,Shrewsbury  Massachusetts  US,1092 Luettgen Manor Suite 44,Barnstable,Massachusetts,Barnstable County,25001,02668,41.6280598187105,-70.41916098615694,67068.26,355055.11,83915
1683d794-4669-10a7-cd24-349477e09db8,2000-09-24,,999-62-6316,S99945848,X48037810X,Ms.,Cruz300,Luettgen772,,,,white,nonhispanic,F,Templeton  Massachusetts  US,345 Mertz Estate Unit 97,New Bedford,Massachusetts,Bristol County,25005,02748,41.575313527654295,-70.93397530310939,56243.81,182350.71,25925
6ca051ce-168d-fff2-800f-e04a55893e37,1965-12-28,,999-52-9093,S99932653,X59977234X,Mrs.,Mathilda200,Waelchi213,,Greenfelder433,D,white,nonhispanic,F,Hingham  Massachusetts  US,973 Blick Throughway,Marlborough,Massachusetts,Middlesex County,25017,01752,42.37487833805132,-71.57121860390284,347612.21,172640.35,49083
e4cf305a-01b9-7c98-7e1c-c16260b8a3b8,1972-11-22,,999-90-5621,S99935267,X67083169X,Mr.,Bradford382,Homenick806,,,M,white,nonhispanic,M,Norton  Massachusetts  US,478 Rodriguez Mission,Brockton,Massachusetts,Plymouth County,25023,02302,42.074801957269784,-71.0140986329391,43035.28,13610.50,37931
01471b73-83c6-b2d0-fd3e-41f56199ac57,1988-03-24,,999-38-9690,S99915149,X4127385X,Mr.,Roy364,Strosin214,,,M,white,nonhispanic,M,Boston  Massachusetts  US,582 Kreiger Track,Fall River,Massachusetts,Bristol County,25005,02790,41.689109187328135,-71.086838551848,259801.61,0.00,47963
8d1e1ac8-b1b9-a852-b83e-733eaae3948c,1962-12-25,,999-12-5033,S99941622,X66276335X,Mr.,Víctor493,Ibarra303,,,S,white,hispanic,M,San Salvador  El Salvador  SV,283 Willms Promenade,Lawrence,Massachusetts,Essex County,25009,01841,42.74832373466032,-71.1109048006243,69663.72,390290.34,28630
62f8c01f-13f0-38c4-66cd-31d0e8d89e57,1984-05-30,,999-62-8207,S99979528,X45702074X,Mrs.,Rosalba160,Turcotte120,,Carter549,M,black,nonhispanic,F,Swansea  Massachusetts  US,878 Mayert Rest Apt 48,Shrewsbury,Massachusetts,Worcester County,,00000,42.31882138307577,-71.72096877779764,54581.43,1081123.48,977603
b217e6dc-7166-3084-3729-7534581f8962,1980-11-16,,999-95-8658,S99928575,X45203885X,Ms.,Keeley419,O'Reilly797,,,S,white,nonhispanic,F,Pittsfield  Massachusetts  US,1098 Hegmann Ramp Unit 61,Somerville,Massachusetts,Middlesex County,25017,02155,42.35138184441089,-71.12542939031424,40051.52,599927.12,33438
d125d47e-cc7b-6fb9-91c1-977d589f2dec,2023-01-16,,999-11-3988,,,,Mohammed454,Skiles927,,,,white,nonhispanic,M,Weymouth  Massachusetts  US,788 O'Conner Common,Millbury,Massachusetts,Worcester County,,00000,42.15424286281309,-71.74282499690351,100.00,1778.47,17754
d6363c5f-b0d8-e421-daf9-51799b64f65a,1981-07-25,,999-83-2987,S99997189,X20214358X,Ms.,Dorene845,Orn563,,,S,white,nonhispanic,F,Milford  Massachusetts  US,722 Macejkovic Crossroad,Boston,Massachusetts,Suffolk County,25025,02118,42.29913102024588,-71.10880708260264,241935.19,407216.93,30727
0a08a8b3-aeca-cc34-a126-1cb4611be44b,1960-07-25,,999-25-3546,S99922726,X83599899X,Mrs.,Sharyn437,Keeling57,,Schiller186,M,white,nonhispanic,F,Holliston  Massachusetts  US,465 Lowe Spur Apt 47,Danvers,Massachusetts,Essex County,25009,01937,42.52525195257936,-70.94576068608636,840419.54,520695.61,24875
953f981a-f0aa-0915-fc5d-5afa56caaa1c,1996-04-19,,999-80-5947,S99938502,X48815384X,Mr.,Ricardo560,Bayer639,,,,white,nonhispanic,M,Easthampton  Massachusetts  US,514 Adams Glen Apt 42,Brewster,Massachusetts,Barnstable County,25001,02631,41.73252669154358,-70.0466534289032,25514.91,36204.78,38879
57780dd0-aa4f-2529-0a40-57fb041005b2,1988-02-04,,999-44-4204,S99939473,X48116633X,Mrs.,Jewel43,Blick895,,Koss676,M,black,nonhispanic,F,Dennis  Massachusetts  US,736 Bosco Vista Suite 48,Revere,Massachusetts,Suffolk County,25025,02151,42.451435918372376,-70.99119617155507,40336.99,705315.26,146515
22e59b4b-bfdd-1ee9-5fff-632943c99f40,1963-03-26,,999-35-2752,S99933403,X87382423X,Mrs.,Odilia72,Sipes176,,Parisian75,W,white,nonhispanic,F,Worcester  Massachusetts  US,488 Goyette Port,Lynn,Massachusetts,Essex County,25009,01904,42.511002307567345,-70.93613109548266,15453.04,966643.13,15819
ccc41004-7c39-a1a6-d661-6882afc10841,2004-12-03,,999-59-1046,S99998680,,Ms.,Janelle257,Nolan344,,,,white,nonhispanic,F,Wilbraham  Massachusetts  US,822 Hintz Green,Stoughton,Massachusetts,Norfolk County,,00000,42.08314240943159,-71.08398787579138,3492.33,44525.57,16263
3e86d2e1-ee6c-522a-95d5-5a1c7c10a768,2019-11-28,,999-64-6202,,,,Floyd420,Zemlak964,,,,white,hispanic,M,South Amherst  Massachusetts  US,698 Glover Approach Apt 99,Boston,Massachusetts,Suffolk County,25025,02210,42.32132919148491,-71.16239136979009,4013.60,5282.70,75322
70df65c6-8066-33d1-75d2-a1ec7b0ea405,1972-08-18,,999-52-6792,S99982920,X11594137X,Mr.,Julio César525,Villegas15,,,S,black,nonhispanic,M,Mexico City  Mexico City  MX,105 Pagac Row,Chicopee,Massachusetts,Hampden County,25013,01022,42.113351393294174,-72.61352996973476,51760.99,32493.22,59193
c82a4a68-ab69-295d-4e5a-dc1f78a77d86,1947-11-26,,999-39-7721,S99958351,X58008507X,Mr.,Douglas31,Effertz744,,,M,white,nonhispanic,M,Taunton  Massachusetts  US,815 Cummerata Byway,Cambridge,Massachusetts,Middlesex County,25017,02140,42.34864985119503,-71.10495023944182,16137.63,393966.08,16824
b2d9643f-25b5-b6a4-401e-ba8a9dae9466,1975-07-11,,999-68-9397,S99952782,X15843869X,Mr.,Glenn0,Schumm995,,,S,black,nonhispanic,M,Dartmouth  Massachusetts  US,820 Torphy Grove Unit 18,Newburyport,Massachusetts,Essex County,25009,01950,42.80427856804919,-70.93295754929358,38582.26,16047.23,97739
3ba50f4e-7f50-966e-cfe6-ae657736dfd4,1985-10-11,,999-54-6031,S99976976,X27841687X,Mrs.,Jong718,Ruecker817,,Hilll811,D,white,nonhispanic,F,Sturbridge  Massachusetts  US,871 Auer Ville Unit 39,Ashburnham,Massachusetts,Worcester County,,00000,42.61017082461955,-71.93692467957258,12033.55,790578.82,9133
fc556755-d992-0d23-62f4-5cdcf5d0a6c0,2002-12-23,,999-82-7247,S99946372,X40355800X,Ms.,Theodora872,Schoen8,,,,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,637 Boyle Mews,Amherst Center,Massachusetts,Hampshire County,,00000,42.38052039777577,-72.55811198706827,26827.98,13042.44,38463
702ed75b-6fcd-e60b-8e41-776112752191,1978-10-30,,999-72-9313,S99946676,X7357123X,Mrs.,Margherita470,Barrows492,,Abbott774,M,white,nonhispanic,F,Lawrence  Massachusetts  US,300 McCullough Mews Apt 11,Framingham,Massachusetts,Middlesex County,25017,01701,42.275635700016224,-71.4701949545946,54034.60,872541.83,861634
41ae8167-fd32-f1e8-5b42-cd8d7124933c,1994-10-05,,999-99-1298,S99966527,X9723835X,Mr.,Samuel331,Marquardt819,,,M,white,nonhispanic,M,Westwood  Massachusetts  US,929 Olson Passage,Gardner,Massachusetts,Worcester County,25027,01440,42.570296522504016,-71.97531479898173,26369.80,3940.45,83429
bebce85a-ff2e-0c84-efe9-d3c00a09db65,1993-03-15,,999-50-9914,S99913513,X46455994X,Mr.,Erin498,Oberbrunner298,,,M,white,nonhispanic,M,Royalston  Massachusetts  US,1024 O'Conner Terrace Suite 60,Northborough,Massachusetts,Worcester County,25027,01532,42.32867529490088,-71.6014618504108,22755.56,14716.49,120892
1a54a090-4ae4-4233-29aa-02dbdeec9777,1956-05-30,,999-66-9159,S99998614,X20082928X,Mr.,Spencer878,Keebler762,,,M,white,nonhispanic,M,Belchertown  Massachusetts  US,1007 Hettinger Gateway,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.48415542838578,-73.25744195205037,54624.05,97674.37,117932
4f1a5e24-8c50-955e-3114-a9351129471d,1988-03-29,,999-64-8870,S99911151,X23281437X,Mrs.,Lana840,Gorczany269,,Hoppe518,D,white,nonhispanic,F,Millis-Clicquot  Massachusetts  US,428 Schmidt Stravenue Apt 29,Natick,Massachusetts,Middlesex County,,00000,42.245651499706916,-71.36117389978045,49740.47,1081624.29,118390
380246c3-c506-678e-1771-58e1cb7e1efc,1987-06-09,,999-42-7274,S99931919,X23552295X,Mrs.,Berneice173,Hoeger474,,Herzog843,M,white,nonhispanic,F,Fall River  Massachusetts  US,1063 Kautzer Skyway,Norton,Massachusetts,Bristol County,,00000,41.94040656190932,-71.21298138622711,47570.93,685610.05,147062
7c4b92fd-c5fc-3e3e-3182-8bde1f5b8f32,1944-08-28,,999-61-4822,S99966214,X41104595X,Mr.,Wes853,Gusikowski974,,,D,black,nonhispanic,M,Milford  Massachusetts  US,884 Flatley Haven Suite 85,Springfield,Massachusetts,Hampden County,25013,01105,42.13839478959259,-72.61084235397784,331540.67,81210.73,45392
4be86a3b-847e-bd95-c128-c9861f00693b,1967-06-04,,999-34-3089,S99997940,X24082966X,Mr.,Vincenzo126,Schuster709,,,S,white,nonhispanic,M,New Bedford  Massachusetts  US,618 Senger Flat Apt 71,Nantucket,Massachusetts,Nantucket County,25019,02554,41.24672228150365,-70.06242057881623,52811.26,163212.23,67035
45bdfc93-a371-5ce6-0b21-c555bf4ba2e2,1967-01-30,,999-66-3729,S99931331,X83883271X,Mr.,Alva958,Hamill307,,,W,white,nonhispanic,M,Framingham  Massachusetts  US,664 Kovacek Crossroad Suite 94,Fall River,Massachusetts,Bristol County,25005,02723,41.743058848420105,-71.13955235905063,641342.40,117292.67,29686
e3ac211b-3210-ad56-1ae6-36995794f08a,1964-10-04,,999-90-4976,S99959897,X28489584X,Mr.,Julio César525,Portillo767,,,D,black,nonhispanic,M,Mexico City  Mexico City  MX,1006 Moore Plaza Unit 86,Brockton,Massachusetts,Plymouth County,25023,02301,42.029808810940324,-71.06632929303139,129068.11,141460.92,33662
b0400361-d5ff-3b91-3361-8121eb2c337a,1960-03-05,,999-30-8825,S99922346,X67043287X,Mr.,Ahmed109,Haley279,,,D,black,nonhispanic,M,Acton  Massachusetts  US,266 Tremblay Trace Unit 95,Cambridge,Massachusetts,Middlesex County,25017,02472,42.33727808202184,-71.14239615218742,14219.31,237431.70,13869
1e55ad88-50c0-a105-5d17-5fa995d8aeda,1958-03-09,,999-42-5045,S99924516,X41242402X,Mrs.,Thuy136,Cassin499,,Dietrich576,M,white,nonhispanic,F,Watertown  Massachusetts  US,798 Hamill Plaza Suite 20,Topsfield,Massachusetts,Essex County,25009,01983,42.618890271294596,-70.93224250338238,135766.89,1917148.75,157818
ba59d666-ad84-705d-2e81-94898af61e48,1989-12-24,,999-38-4979,S99963891,X15044289X,Mr.,Alfred550,Mohr916,,,S,asian,nonhispanic,M,Ho Chi Minh City  Gia Định  VN,495 Torp Overpass,Boston,Massachusetts,Suffolk County,25025,02135,42.35697607964213,-71.07904239901559,26029.56,779115.19,63123
2502a6c2-f2be-4e68-aea3-1d9a239b6231,1961-10-28,,999-14-1371,S99914522,X78327688X,Mr.,Perry780,Anderson154,,,S,asian,nonhispanic,M,Somerset  Massachusetts  US,674 Jast Neck Unit 8,Woburn,Massachusetts,Middlesex County,25017,01890,42.483868247248026,-71.16542029087597,59955.20,53215.28,73023
78e58e80-7c52-aafd-ac61-4c488371ad7a,1994-01-23,,999-68-1828,S99975932,X33385773X,Mr.,Sergio619,Bartell116,,,M,white,nonhispanic,M,Abington  Massachusetts  US,251 Schroeder Neck Suite 87,Concord,Massachusetts,Middlesex County,,00000,42.45381249032234,-71.40146722548701,34705.15,28280.51,65893
a837456a-b5e2-3d30-df3f-b38d16b9987b,2002-01-27,,999-16-9152,S99919468,X66330897X,Mr.,Guadalupe206,Krajcik437,,,,white,nonhispanic,M,Lancaster  Massachusetts  US,344 Schamberger Orchard Apt 50,Lynn,Massachusetts,Essex County,25009,01901,42.51880198297906,-70.91873641880021,11785.63,95604.13,73339
3eb8dcb7-08fe-ccbb-4e28-30559130984f,2016-09-24,,999-12-7593,,,,Jame231,Robel940,,,,black,nonhispanic,M,Newton  Massachusetts  US,469 Kutch Corner,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.46727049996433,-73.28742740341384,800.00,9065.17,15886
d1c58b5b-a27d-4b62-4a5e-ac3819bb0fe0,1940-09-19,,999-59-3850,S99987311,X30194636X,Mr.,Terence292,Fahey393,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,1086 Schiller Key,Wellesley,Massachusetts,Norfolk County,25021,02457,42.33133725882678,-71.24857503643697,11736.45,503388.93,5347
9438d38c-d64f-13c7-190d-12593d13bd53,1962-05-09,,999-89-8930,S99969715,X69118866X,Mrs.,Faustina753,Berge125,,Ryan260,M,white,nonhispanic,F,Pembroke  Massachusetts  US,718 Dickens Frontage road,New Bedford,Massachusetts,Bristol County,25005,02747,41.55398865126129,-70.98608389897963,20096.38,1602127.61,9485
8515eed4-8ba5-11bc-4cc0-d82dae3a0c51,2016-08-27,,999-93-8359,,,,Verlene883,Cole117,,,,white,nonhispanic,F,Wellesley  Massachusetts  US,1076 D'Amore Dale Unit 59,Lynn,Massachusetts,Essex County,25009,01906,42.525980281735244,-70.93173766168673,7105.97,3370.97,74921
c146e413-b57e-3212-0766-caa3831a565a,2017-07-01,,999-63-9466,,,,Shannon293,Littel644,,,,white,nonhispanic,M,Methuen  Massachusetts  US,746 Shields Street Unit 65,Beverly,Massachusetts,Essex County,25009,01915,42.55245024504708,-70.87343267506729,7276.48,5849.88,138224
6b0a314a-4e81-d203-1b36-42bd76e48e11,2017-11-11,,999-59-2546,,,,Valentine262,Johns824,,,,asian,nonhispanic,M,Brookline  Massachusetts  US,356 Schaefer Vista Apt 97,Malden,Massachusetts,Middlesex County,25017,02155,42.41438040603103,-71.06702063579971,900.00,14773.86,13363
b823e323-5e7f-0819-e1e0-5b76bc2d1dea,1961-07-21,,999-94-9283,S99991144,X4504284X,Mr.,Alphonse92,Emmerich580,,,M,white,nonhispanic,M,Dracut  Massachusetts  US,1060 Champlin Run Unit 83,Weymouth,Massachusetts,Norfolk County,25021,02189,42.16304228845755,-70.94960456461895,97303.94,425096.77,52810
b98abb4d-afdd-ed65-d342-13efce30c5d2,1974-10-21,,999-45-4131,S99961270,X52896493X,Ms.,Grazyna952,Collins926,,,S,white,nonhispanic,F,Boston  Massachusetts  US,907 Howell Ville Apt 96,Marlborough,Massachusetts,Middlesex County,25017,01752,42.34439743203295,-71.56315831273557,65028.47,1405206.51,61950
ffa4b3f8-f8de-18a2-f581-ef7a66e7ea57,2010-02-16,,999-41-9031,,,,Owen89,Donnelly343,,,,white,nonhispanic,M,Southwick  Massachusetts  US,773 Schaden Trail Suite 52,Ayer,Massachusetts,Middlesex County,25027,01434,42.49646546749216,-71.58966944699048,16622.56,7849.19,45087
5d6548b6-cd9e-7889-cd05-4d0f78a8d501,1981-08-11,,999-67-4181,S99932654,X44767090X,Mr.,Raleigh478,Pfeffer420,,,M,white,nonhispanic,M,Medfield  Massachusetts  US,124 Barton Trace,Buckland,Massachusetts,Franklin County,,00000,42.5499922830985,-72.78845839381748,27005.86,4389.20,136389
4ff881d4-b18d-377a-c98b-d3d095e5691a,1977-04-06,,999-66-9708,S99989340,X71978761X,Mrs.,Chelsey293,Hansen121,,Koss676,M,white,nonhispanic,F,Stoughton  Massachusetts  US,691 Upton Well,Brockton,Massachusetts,Plymouth County,25023,02301,42.05401487495902,-71.04127242298885,77132.01,439835.39,762461
c7a8cdd8-72a9-2f42-25b9-51e43cde70ae,2016-10-02,,999-49-8151,,,,Bradford382,Kemmer137,,,,white,nonhispanic,M,Worcester  Massachusetts  US,853 Heller Gardens Unit 41,Easton,Massachusetts,Bristol County,,00000,42.014360846551945,-71.12175441562736,8404.33,7435.15,41835
b00c8292-64f4-1d48-f2f8-05641db0a76e,1996-10-21,,999-11-5701,S99978981,X77657756X,Mr.,Ward668,Larson43,,,,white,nonhispanic,M,Boston  Massachusetts  US,721 Macejkovic Vista Unit 37,Lawrence,Massachusetts,Essex County,25009,01840,42.69259591329646,-71.1628750001617,4406.65,35280.03,12452
9639e112-5d58-f2ea-0000-ce76968714ba,1995-08-18,,999-92-4184,S99983449,X87441201X,Mr.,Bobby524,Gorczany269,,,,white,nonhispanic,M,Norton  Massachusetts  US,955 Waelchi Wynd Unit 61,Dartmouth,Massachusetts,Bristol County,,00000,41.586889390637396,-70.95107982593834,22631.60,14883.66,59483
3667f755-ef48-9026-373c-5d9859ef8bf7,2009-04-16,,999-13-5461,,,,Criselda629,Lindgren255,,,,white,nonhispanic,F,East Bridgewater  Massachusetts  US,924 Gaylord Byway,Malden,Massachusetts,Middlesex County,25017,02148,42.40186760626456,-71.03443060741483,15841.36,150505.83,78683
09b5b966-ba41-cf88-1a82-a6e625870fd3,1963-07-04,,999-96-1893,S99989116,X67872075X,Mr.,Ozzie259,Romaguera67,,,D,white,nonhispanic,M,Brookline  Massachusetts  US,688 O'Connell Key Suite 19,Cambridge,Massachusetts,Middlesex County,25017,02472,42.32683427299001,-71.14734533861669,54693.17,226156.21,100461
d39a8c93-7b3e-6a56-2a9d-8aa7d2d895a3,1975-05-04,,999-48-2928,S99933969,X24687701X,Mrs.,Stephaine613,Jacobson885,,Kessler503,M,white,nonhispanic,F,Newburyport  Massachusetts  US,902 Osinski Common Suite 69,Saugus,Massachusetts,Essex County,25009,01906,42.477272891662494,-71.01828549245722,61397.40,1363944.39,184247
60033663-bcbd-f9b7-8c2a-a64fb3c8dd14,1934-12-14,,999-88-4561,S99996888,X84906264X,Mrs.,Crysta430,Strosin214,,Swaniawski813,M,white,nonhispanic,F,Leominster  Massachusetts  US,346 Goodwin Village,Sandwich,Massachusetts,Barnstable County,25001,02563,41.719666162749725,-70.51144738347114,32361.72,1476690.36,5896
7b4fdd22-9093-2431-ac46-6825e3475ee9,1974-04-29,,999-25-1883,S99926680,X50768528X,Mr.,Gilberto712,Glover433,,,M,asian,nonhispanic,M,Acton  Massachusetts  US,363 Brekke Fort Suite 40,Medford,Massachusetts,Middlesex County,25017,02145,42.343949050147664,-71.13926233845588,50968.17,77069.24,140848
8ffde669-91ff-610c-b3d9-22ddeb9b88a0,1986-05-15,,999-59-1197,S99916239,X31860579X,Mr.,Ray930,Tremblay80,,,S,white,nonhispanic,M,Plainville  Massachusetts  US,545 Hodkiewicz Skyway Unit 18,Seekonk,Massachusetts,Bristol County,,00000,41.864632470460954,-71.3304070473986,16748.84,22034.97,17271
b02337f9-7f5c-5202-0927-62239e557467,1963-12-02,,999-81-4632,S99938075,X68757207X,Ms.,Kattie846,Willms744,,,S,white,nonhispanic,F,Lawrence  Massachusetts  US,662 Schneider Crossing,Springfield,Massachusetts,Hampden County,25013,01118,42.17622071384416,-72.64870702936703,1465262.87,422474.83,32696
544a3c14-7d90-06e6-f0a8-b10a5fc3be3a,1994-09-27,,999-54-8048,S99914705,X81918009X,Mrs.,Zina602,Wisoky380,,Altenwerth646,M,white,nonhispanic,F,Ludlow  Massachusetts  US,955 Sauer Underpass Apt 67,Amesbury,Massachusetts,Essex County,25009,01913,42.84632064718952,-70.94323394434265,44644.97,348286.91,86850
a6ee2f9e-6da4-369f-f55b-d51d291e33fb,1973-12-18,,999-89-5004,S99998237,X19955244X,Mr.,Rico947,Mertz280,,,W,white,nonhispanic,M,North Reading  Massachusetts  US,1058 Haley Trace Apt 85,New Bedford,Massachusetts,Bristol County,25005,02740,41.74104775489565,-70.90040331930373,70107.07,0.00,44050
9ce3491d-caa6-1083-605f-bfaee04c6706,2009-03-19,,999-83-1329,,,,Cheree978,Hills818,,,,black,nonhispanic,F,Buckland  Massachusetts  US,771 Wolf Dam,Medford,Massachusetts,Middlesex County,25017,02155,42.381680177781945,-71.0440504303573,14083.57,10726.80,128613
6174ca17-5bd2-d767-7d28-a6015cd7441e,1945-04-06,,999-88-9738,S99948271,X74811865X,Mr.,Bryon392,Kirlin939,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,1015 Mosciski Haven,Wareham,Massachusetts,Plymouth County,,00000,41.77876922174576,-70.6583072498776,275737.04,272068.27,26966
5d077ec0-4bf9-9177-a2bd-4a9ddcec7c00,1997-03-26,,999-82-5262,S99977153,X62801320X,Ms.,Blanch844,Mohr916,,,,white,nonhispanic,F,Needham  Massachusetts  US,255 Deckow Junction,Billerica,Massachusetts,Middlesex County,,00000,42.52444824935546,-71.24672043534038,9187.47,232439.18,19036
d4e9b79a-46b7-9bd8-220c-9f854a22e2ea,2021-08-07,,999-29-9383,,,,Minh326,Brown30,,,,white,nonhispanic,M,Brockton  Massachusetts  US,424 Cassin Vista Apt 48,Revere,Massachusetts,Suffolk County,25025,02151,42.4479707056883,-70.98357417784086,1937.00,5137.97,193023
40cd6ecb-ec60-8ba6-0290-206449d58451,1980-08-30,,999-95-1078,S99999304,X31638106X,Mr.,Donte636,Gerhold939,,,M,white,nonhispanic,M,Milton  Massachusetts  US,500 Steuber Trace Suite 90,Brockton,Massachusetts,Plymouth County,25023,02302,42.09519137280024,-71.00519782413542,38949.19,186518.61,39414
e6bd5b21-e858-3ddd-1322-5c89abd312da,1952-04-30,,999-42-5682,S99962820,X42849070X,Mr.,Marshall526,Hand679,,,M,white,nonhispanic,M,Malden  Massachusetts  US,984 Considine Corner Unit 72,Acton,Massachusetts,Middlesex County,,00000,42.50346448756778,-71.42240408746976,80933.98,350006.82,193503
